player1,player2,results_set,runs,num_Ns,num_ULs,num_UWs,Z_stat,p_val_1,p_val_2,p_val_1_adj,p_val_2_adj
Hantuchova D.,Kleybanova A.,"[('26/06/2008', 'UL'), ('06/11/2010', 'N')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Cibulkova D.,Hantuchova D.,"[('06/03/2010', 'N'), ('01/01/2012', 'UL'), ('29/06/2015', 'UL')]",2,1,2,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Errani S.,Hantuchova D.,"[('24/06/2008', 'N'), ('05/01/2009', 'UW'), ('11/08/2009', 'N'), ('13/02/2011', 'N'), ('25/05/2011', 'N'), ('15/08/2012', 'N'), ('01/01/2013', 'UL'), ('14/02/2013', 'N'), ('23/03/2013', 'N'), ('05/01/2015', 'UL'), ('11/05/2015', 'N')]",7,8,2,1,0.8194317552346799,0.2062700617375178,0.4125401234750356,0.5,1.0
Hantuchova D.,Zakopalova K.,"[('12/01/2009', 'N'), ('21/05/2009', 'N'), ('09/03/2012', 'UL'), ('25/06/2013', 'UL')]",2,2,2,0,-0.6123724356957945,0.2701456873037099,0.5402913746074199,0.5,1.0
Hantuchova D.,Kerber A.,"[('15/04/2010', 'N'), ('26/09/2010', 'N'), ('21/10/2010', 'UL'), ('30/05/2014', 'N')]",3,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Lisicki S.,"[('22/10/2008', 'N'), ('12/06/2011', 'UL'), ('04/11/2011', 'N'), ('14/10/2014', 'N')]",3,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Radwanska A.,"[('13/01/2009', 'N'), ('30/07/2009', 'UW'), ('29/09/2009', 'N'), ('08/08/2010', 'N'), ('05/08/2011', 'N'), ('01/08/2013', 'N')]",3,5,1,0,-0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Kvitova P.,"[('14/10/2011', 'N'), ('11/01/2012', 'N'), ('29/09/2012', 'N'), ('19/02/2013', 'N'), ('08/05/2013', 'UW')]",2,4,1,0,-0.2041241452319317,0.419128243192913,0.8382564863858261,0.5,1.0
Hantuchova D.,Zahlavova Strycova B.,"[('24/06/2010', 'UL'), ('03/08/2011', 'N'), ('21/09/2014', 'N')]",2,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Martinez-Sanchez M.J.,"[('10/01/2011', 'N'), ('10/08/2011', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Zheng J.,"[('17/03/2008', 'N'), ('24/06/2009', 'UW'), ('05/08/2010', 'N'), ('14/06/2011', 'N'), ('04/08/2011', 'N'), ('14/08/2012', 'N')]",3,5,1,0,-0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Puchkova O.,"[('31/01/2013', 'N'), ('24/04/2013', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Hradecka L.,"[('22/10/2009', 'N'), ('18/10/2011', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
