player1,player2,match_results,results_set,upset_results,results_set_with_dates,upset_results_set_with_dates,or,p_value_fisher,expected_wins_p1,expected_wins_p2,actual_wins_p1,actual_wins_p2
Kerber A.,Pin C.,['p2'],['U'],['UL'],['15/04/2008'],['15/04/2008'],nan,1.0,0.755349559656748,0.24465044034325198,0,1
Benesova I.,Pin C.,['p1'],['N'],[],['18/04/2008'],['18/04/2008'],nan,1.0,0.4855652834072619,0.5144347165927381,1,0
Pin C.,Pironkova T.,['p1'],['U'],['UW'],['16/04/2008'],['16/04/2008'],nan,1.0,0.3003437228818315,0.6996562771181686,1,0
Lisicki S.,Pin C.,['p1'],['U'],['UW'],['13/08/2008'],['13/08/2008'],nan,1.0,0.34819402680903816,0.6518059731909618,1,0
Pin C.,Suarez Navarro C.,['p1'],['N'],[],['30/09/2008'],['30/09/2008'],nan,1.0,0.4418752451209754,0.5581247548790246,1,0
Pin C.,Rodionova An.,['p1'],['N'],[],['10/06/2008'],['10/06/2008'],nan,1.0,0.31756238479441723,0.6824376152055828,1,0
Pin C.,Rus A.,['p1'],['N'],[],['19/09/2008'],['19/09/2008'],nan,1.0,0.47535985310404183,0.5246401468959582,1,0
Larsson J.,Pin C.,['p2'],['N'],[],['31/07/2008'],['31/07/2008'],nan,1.0,0.6067060730976923,0.3932939269023077,0,1
Koryttseva M.,Malek T.,['p1'],['U'],['UW'],['19/07/2010'],['19/07/2010'],nan,1.0,0.3755897296628744,0.6244102703371257,1,0
Dulko G.,Malek T.,['p1'],['N'],[],['07/07/2010'],['07/07/2010'],nan,1.0,0.6507836891372613,0.3492163108627387,1,0
Errani S.,Malek T.,"['p1', 'p1', 'p1']","['N', 'N', 'N']",[],"['26/02/2008', '14/10/2009', '24/03/2010']","['26/02/2008', '14/10/2009', '24/03/2010']",nan,1.0,2.0725347111886183,0.9274652888113815,3,0
Malek T.,Zakopalova K.,"['p1', 'p2']","['N', 'N']",[],"['03/05/2010', '04/08/2010']","['03/05/2010', '04/08/2010']",0.0,1.0,0.8199563174800624,1.1800436825199374,1,1
Malek T.,Zahlavova Strycova B.,['p2'],['U'],['UL'],['13/09/2012'],['13/09/2012'],nan,1.0,0.26810254042086823,0.7318974595791318,0,1
